index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
349	xIntent	PersonX considers for a moment the ___	to be certain	PersonX برای لحظه ای ___ را در نظر می گیرد	به یقین بودن	PersonX considers for a moment the ___. PersonX intends to be certain	PersonX برای لحظه ای ___ را در نظر می گیرد. PersonX قصد دارد یقین داشته باشد	PersonX considers for a moment the ___	 PersonX intends to be certain	PersonX برای لحظه ای ___ را در نظر می گیرد	 PersonX قصد دارد یقین داشته باشد
350	xIntent	PersonX considers for a moment the ___	understood, deep thought of	PersonX برای لحظه ای ___ را در نظر می گیرد	فهمیده ، فکر عمیق	PersonX considers for a moment the ___. PersonX intends understood, deep thought of	PersonX برای لحظه ای ___ را در نظر می گیرد. PersonX قصد دارد درک کند ، عمیق فکر	PersonX considers for a moment the ___	 PersonX intends understood, deep thought of	PersonX برای لحظه ای ___ را در نظر می گیرد	 PersonX قصد دارد درک کند ، عمیق فکر
351	xIntent	PersonX offer another ___	to offer someone another option	PersonX پیشنهاد دیگری ___	برای ارائه گزینه دیگری به کسی	PersonX offer another ___. PersonX intends to offer someone another option	PersonX ___ دیگری ارائه می دهد. PersonX قصد دارد گزینه دیگری را به شخص دیگری ارائه دهد	PersonX offer another ___	 PersonX intends to offer someone another option	PersonX ___ دیگری ارائه می دهد	 PersonX قصد دارد گزینه دیگری را به شخص دیگری ارائه دهد
352	xIntent	PersonX offer another ___	wants to keep negotiations open	PersonX پیشنهاد دیگری ___	می خواهد مذاکرات را باز نگه دارد	PersonX offer another ___. PersonX intends wants to keep negotiations open	PersonX ___ دیگری ارائه می دهد. PersonX قصد دارد مذاکرات را آزاد نگه دارد	PersonX offer another ___	 PersonX intends wants to keep negotiations open	PersonX ___ دیگری ارائه می دهد	 PersonX قصد دارد مذاکرات را آزاد نگه دارد
353	xIntent	PersonX offer another ___	wants to be charitable	PersonX پیشنهاد دیگری ___	می خواهد خیریه باشد	PersonX offer another ___. PersonX intends wants to be charitable	PersonX ___ دیگری ارائه می دهد. PersonX قصد دارد خیریه باشد	PersonX offer another ___	 PersonX intends wants to be charitable	PersonX ___ دیگری ارائه می دهد	 PersonX قصد دارد خیریه باشد
354	xIntent	PersonX offer another ___	to increase the works	PersonX پیشنهاد دیگری ___	برای افزایش آثار	PersonX offer another ___. PersonX intends to increase the works	PersonX ___ دیگری ارائه می دهد. PersonX قصد دارد آثار را افزایش دهد	PersonX offer another ___	 PersonX intends to increase the works	PersonX ___ دیگری ارائه می دهد	 PersonX قصد دارد آثار را افزایش دهد
355	xIntent	PersonX builds PersonY's ___ upon a rock	to be helpful.	PersonX ___ PersonY را روی صخره می سازد	مفید بودن	PersonX builds PersonY's ___ upon a rock. PersonX intends to be helpful.	PersonX ___ PersonY را روی صخره می سازد. PersonX قصد دارد مفید واقع شود.	PersonX builds PersonY's ___ upon a rock	 PersonX intends to be helpful	PersonX ___ PersonY را روی صخره می سازد	 PersonX قصد دارد مفید واقع شود
356	xIntent	PersonX builds PersonY's ___ upon a rock	to build the house	PersonX ___ PersonY را روی صخره می سازد	برای ساختن خانه	PersonX builds PersonY's ___ upon a rock. PersonX intends to build the house	PersonX ___ PersonY را روی صخره می سازد. PersonX قصد دارد خانه را بسازد	PersonX builds PersonY's ___ upon a rock	 PersonX intends to build the house	PersonX ___ PersonY را روی صخره می سازد	 PersonX قصد دارد خانه را بسازد
357	xIntent	PersonX builds PersonY's ___ upon a rock	to build a safe house	PersonX ___ PersonY را روی صخره می سازد	برای ساختن یک خانه امن	PersonX builds PersonY's ___ upon a rock. PersonX intends to build a safe house	PersonX ___ PersonY را روی صخره می سازد. PersonX قصد دارد خانه ای امن بسازد	PersonX builds PersonY's ___ upon a rock	 PersonX intends to build a safe house	PersonX ___ PersonY را روی صخره می سازد	 PersonX قصد دارد خانه ای امن بسازد
358	xIntent	PersonX keeps ___ of the number	to keep count	PersonX ___ شماره را نگه می دارد	حساب کردن	PersonX keeps ___ of the number. PersonX intends to keep count	PersonX ___ شماره را نگه می دارد. PersonX قصد دارد شماره خود را حفظ کند	PersonX keeps ___ of the number	 PersonX intends to keep count	PersonX ___ شماره را نگه می دارد	 PersonX قصد دارد شماره خود را حفظ کند
359	xIntent	PersonX keeps ___ of the number	to have the illusion of control	PersonX ___ شماره را نگه می دارد	داشتن توهم کنترل	PersonX keeps ___ of the number. PersonX intends to have the illusion of control	PersonX ___ شماره را نگه می دارد. PersonX قصد دارد توهم کنترل داشته باشد	PersonX keeps ___ of the number	 PersonX intends to have the illusion of control	PersonX ___ شماره را نگه می دارد	 PersonX قصد دارد توهم کنترل داشته باشد
360	xIntent	PersonX keeps ___ of the number	to be in control	PersonX ___ شماره را نگه می دارد	تحت کنترل بودن	PersonX keeps ___ of the number. PersonX intends to be in control	PersonX ___ شماره را نگه می دارد. PersonX قصد دارد کنترل خود را بر عهده بگیرد	PersonX keeps ___ of the number	 PersonX intends to be in control	PersonX ___ شماره را نگه می دارد	 PersonX قصد دارد کنترل خود را بر عهده بگیرد
361	xIntent	PersonX defies every ___	to feel invincible	PersonX هر ___ سرپیچی می کند	احساس شکست ناپذیری	PersonX defies every ___. PersonX intends to feel invincible	PersonX هر ___ سرپیچی می کند. PersonX قصد دارد احساس شکست ناپذیری کند	PersonX defies every ___	 PersonX intends to feel invincible	PersonX هر ___ سرپیچی می کند	 PersonX قصد دارد احساس شکست ناپذیری کند
362	xIntent	PersonX prevents the ___ from slipping	to prevent breakage	PersonX از لغزش ___ جلوگیری می کند	برای جلوگیری از شکستگی	PersonX prevents the ___ from slipping. PersonX intends to prevent breakage	PersonX از لغزش ___ جلوگیری می کند. PersonX قصد دارد از شکستگی جلوگیری کند	PersonX prevents the ___ from slipping	 PersonX intends to prevent breakage	PersonX از لغزش ___ جلوگیری می کند	 PersonX قصد دارد از شکستگی جلوگیری کند
363	xIntent	PersonX prevents the ___ from slipping	to stop something from breaking	PersonX از لغزش ___ جلوگیری می کند	برای جلوگیری از شکستن چیزی	PersonX prevents the ___ from slipping. PersonX intends to stop something from breaking	PersonX از لغزش ___ جلوگیری می کند. PersonX قصد دارد جلوی شکستن چیزی را بگیرد	PersonX prevents the ___ from slipping	 PersonX intends to stop something from breaking	PersonX از لغزش ___ جلوگیری می کند	 PersonX قصد دارد جلوی شکستن چیزی را بگیرد
364	xIntent	PersonX lives ___ away	to be a problem	PersonX ___ دور زندگی می کند	مشکل ساز شود	PersonX lives ___ away. PersonX intends to be a problem	PersonX ___ دور زندگی می کند. PersonX قصد دارد یک مشکل باشد	PersonX lives ___ away	 PersonX intends to be a problem	PersonX ___ دور زندگی می کند	 PersonX قصد دارد یک مشکل باشد
365	xIntent	PersonX places the ___ in a position	have the scale balanced	PersonX ___ را در موقعیت قرار می دهد	مقیاس متعادل داشته باشد	PersonX places the ___ in a position. PersonX intends have the scale balanced	PersonX ___ را در موقعیت قرار می دهد. PersonX قصد دارد مقیاس متعادل باشد	PersonX places the ___ in a position	 PersonX intends have the scale balanced	PersonX ___ را در موقعیت قرار می دهد	 PersonX قصد دارد مقیاس متعادل باشد
366	xIntent	PersonX places the ___ in a position	to win the game	PersonX ___ را در موقعیت قرار می دهد	برای برنده شدن در این بازی	PersonX places the ___ in a position. PersonX intends to win the game	PersonX ___ را در موقعیت قرار می دهد. PersonX قصد دارد در این بازی برنده شود	PersonX places the ___ in a position	 PersonX intends to win the game	PersonX ___ را در موقعیت قرار می دهد	 PersonX قصد دارد در این بازی برنده شود
367	xIntent	PersonX fulfills the ___ thereof	fulfill life	PersonX ___ آن را برآورده می کند	تحقق زندگی	PersonX fulfills the ___ thereof. PersonX intends fulfill life	PersonX ___ آن را برآورده می کند. PersonX قصد دارد زندگی را برآورده کند	PersonX fulfills the ___ thereof	 PersonX intends fulfill life	PersonX ___ آن را برآورده می کند	 PersonX قصد دارد زندگی را برآورده کند
