tid	exp	model	lang	method	wrap	frozen	epochs	date	all_preds	bert_score	bleu_score	input_text	langs	pred_text1	prefix	prompt	qid	rouge_score	target_text	top	top_pred	enfat5-large_pred_text1_bart_score	enfat5-large_target_text_bart_score
207	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.44	0.0	PersonX asks PersonY to show ## ## ## ## ## ## ## ## ##	en2en	gets thanked	oEffect	PersonX asks PersonY to show  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	207	0.0	person Y agrees	person Y agrees	gets thanked by PersonX	-6.676189999999999	-6.66644
207	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> gets arrested <br /> to ask PersonY for showing something.	0.38	0.0	## PersonX asks PersonY to show ##	en2en	to be helpful	oEffect	<oEffect>  PersonX asks PersonY to show <extra_id_0>	207	0.0	person Y agrees	person Y agrees	to ask PersonY for showing something.	-6.21089	-6.66644
208	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to show his love <br /> to show something else	0.35	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	happy	oReact	PersonX asks PersonY to show  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	208	0.0	humiliated	humiliated	happy	-7.296819999999999	-8.18997
208	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.38	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	gets thanked	oReact	PersonX asks PersonY to show  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	208	0.0	humiliated	humiliated	gets excited	-7.00161	-8.18997
208	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> gets arrested <br /> to ask PersonY for showing anger	0.5	0.0	## PersonX asks PersonY to show ##	en2en	to be helpful	oReact	<oReact>  PersonX asks PersonY to show <extra_id_0>	208	0.0	humiliated	humiliated	to ask PersonY for showing anger	-6.39196	-8.18997
209	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to be helpful <br /> to show PersonY <br /> to show PersonY's	0.61	0.0136930089991163	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	to be helpful	oWant	PersonX asks PersonY to show  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	209	0.1818181778512397	to tell PersonX they will show another day	to tell PersonX they will show another day	to show PersonY	-7.3659300000000005	-6.11620
209	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.41	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	gets thanked	oWant	PersonX asks PersonY to show  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	209	0.0	to tell PersonX they will show another day	to tell PersonX they will show another day	gets thanked by PersonX	-8.617519999999999	-6.11620
209	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to ask PersonY for showing anger <br /> to ask PersonY for showing the grateful	0.4	0.0136930089991163	## PersonX asks PersonY to show ##	en2en	to be helpful	oWant	<oWant>  PersonX asks PersonY to show <extra_id_0>	209	0.1818181778512397	to tell PersonX they will show another day	to tell PersonX they will show another day	to ask PersonY for showing the grateful	-7.3659300000000005	-6.11620
21	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br />helpful <br /> gets	0.44	0.0	PersonX accepts PersonY's offer ## ## ## ## ##	en2en	happy	xAttr	PersonX accepts PersonY's offer  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	21	0.0	concilliatory	concilliatory	helpful	-7.893910000000001	-8.85919
21	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	علاقه مند شدن به <br />کمک کننده <br />سخاوتمند	0.74	0.0	## شخص ایکس پیشنهاد شخص دیگری را قبول می کند. ## ##	fa2fa	علاقه مند شدن به	xAttr	<xAttr>  شخص ایکس پیشنهاد شخص دیگری را قبول می کند. <gen_fa>  <extra_id_0>	21	0.0	تلقین آمیز	تلقین آمیز	کمک کننده	-5.1944	-5.79351
21	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	علاقه مند شدن به دیگران <br />کمک کننده <br />قابل پذیرش	0.79	0.0	## ## ## ## شخص ایکس پیشنهاد شخص دیگری را قبول می کند. ## ## ## ## ##	fa2fa	علاقه مند شدن به دیگران	xAttr	<xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  شخص ایکس پیشنهاد شخص دیگری را قبول می کند. <xAttr_fa_0>  <xAttr_fa_1>  <xAttr_fa_2>  <xAttr_fa_3>  <extra_id_0>	21	0.0	تلقین آمیز	تلقین آمیز	قابل پذیرش	-4.69939	-5.79351
21	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonY	0.24	0.0	PersonX accepts PersonY's offer ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX accepts PersonY's offer  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	21	0.0	concilliatory	concilliatory	gets excited	-7.96157	-8.85919
21	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to accept the offer <br /> to accept the offer. <br /> to accept personY's offer	0.15	0.0	## PersonX accepts PersonY's offer ##	en2en	to accept the offer	xAttr	<xAttr>  PersonX accepts PersonY's offer <extra_id_0>	21	0.0	concilliatory	concilliatory	to accept the offer	-6.14861	-8.85919
210	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> gets to help persony <br /> to show his skills	0.52	0.0	PersonX asks PersonY to show ## ## ## ## ##	en2en	happy	xAttr	PersonX asks PersonY to show  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	210	0.0	interested	interested	happy	-7.702380000000001	-6.86290
210	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.44	0.0	PersonX asks PersonY to show ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX asks PersonY to show  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	210	0.0	interested	interested	gets excited	-7.56464	-6.86290
210	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> gets arrested <br /> to ask PersonY's attention	0.56	0.0	## PersonX asks PersonY to show ##	en2en	to be helpful	xAttr	<xAttr>  PersonX asks PersonY to show <extra_id_0>	210	0.0	interested	interested	to be helpful	-6.55002	-6.86290
211	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to show PersonY <br /> to show his love <br /> to show PersonY's	0.22	0.0	PersonX asks PersonY to show ## ## ## ## ## ## ## ## ##	en2en	to show PersonY	xEffect	PersonX asks PersonY to show  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	211	0.0	gets denied	gets denied	to show PersonY	-4.17667	-5.09678
211	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.31	0.067544361420347	PersonX asks PersonY to show ## ## ## ## ## ## ## ## ##	en2en	gets thanked	xEffect	PersonX asks PersonY to show  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	211	0.4999999950000001	gets denied	gets denied	gets thanked	-5.8196	-5.09678
211	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to ask PersonY for showing anger <br /> to ask PersonY what they want.	0.25	0.0	## PersonX asks PersonY to show ##	en2en	to be helpful	xEffect	<xEffect>  PersonX asks PersonY to show <extra_id_0>	211	0.0	gets denied	gets denied	to ask PersonY for showing anger	-5.8736	-5.09678
212	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to be helpful <br /> to be helpful. <br /> to show something else	0.35	0.0519467286215556	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	to be helpful	xIntent	PersonX asks PersonY to show  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	212	0.2857142808163266	to clarify his doubts	to clarify his doubts	to be helpful.	-6.1029	-5.38506
212	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.14	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	gets thanked	xIntent	PersonX asks PersonY to show  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	212	0.0	to clarify his doubts	to clarify his doubts	gets thanked	-6.52756	-5.38506
212	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> PersonY is thanked <br /> PersonY's attention	0.31	0.0519467286215556	## PersonX asks PersonY to show ##	en2en	to be helpful	xIntent	<xIntent>  PersonX asks PersonY to show <extra_id_0>	212	0.2857142808163266	to clarify his doubts	to clarify his doubts	PersonY's attention	-6.1029	-5.38506
213	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to show something else <br /> to show his love	0.43	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	happy	xNeed	PersonX asks PersonY to show  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	213	0.0	to approach PersonY	to approach PersonY	to show something else	-6.56148	-4.80765
213	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.39	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	gets thanked	xNeed	PersonX asks PersonY to show  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	213	0.0	to approach PersonY	to approach PersonY	gets thanked by PersonX	-6.28255	-4.80765
213	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> gets arrested <br /> to ask PersonY for showing anger	0.56	0.0724974999068182	## PersonX asks PersonY to show ##	en2en	to be helpful	xNeed	<xNeed>  PersonX asks PersonY to show <extra_id_0>	213	0.3333333283333334	to approach PersonY	to approach PersonY	to be helpful	-5.11784	-4.80765
214	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to show the event <br /> to show something else	0.42	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	happy	xReact	PersonX asks PersonY to show  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	214	0.0	relieved that his doubts are cleared	relieved that his doubts are cleared	happy	-5.46592	-5.30275
214	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.39	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	gets thanked	xReact	PersonX asks PersonY to show  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	214	0.0	relieved that his doubts are cleared	relieved that his doubts are cleared	gets thanked	-5.52609	-5.30275
214	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to ask PersonY for showing anger <br /> to ask PersonY what they want.	0.25	0.0	## PersonX asks PersonY to show ##	en2en	to be helpful	xReact	<xReact>  PersonX asks PersonY to show <extra_id_0>	214	0.0	relieved that his doubts are cleared	relieved that his doubts are cleared	to be helpful	-4.82294	-5.30275
215	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help PersonY <br /> to help persony <br /> to help person Y	0.57	0.0862145427090973	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	to help PersonY	xWant	PersonX asks PersonY to show  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	215	0.6666666616666668	to watch PersonY	to watch PersonY	to help PersonY	-5.07094	-5.39767
215	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonX	0.29	0.0	PersonX asks PersonY to show ## ## ## ## ## ##	en2en	gets thanked	xWant	PersonX asks PersonY to show  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	215	0.0	to watch PersonY	to watch PersonY	gets thanked by PersonX	-7.6147	-5.39767
215	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to ask PersonY for showing anger <br /> to ask PersonY for showing the grateful	0.41	0.0724974999068182	## PersonX asks PersonY to show ##	en2en	to be helpful	xWant	<xWant>  PersonX asks PersonY to show <extra_id_0>	215	0.3333333283333334	to watch PersonY	to watch PersonY	to be helpful	-6.36791	-5.39767
216	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets they are doing. <br /> gets they didn't do it <br /> gets they didn't do something	0.25	0.0	PersonX asks PersonY's grandma ## ## ## ## ## ## ## ## ##	en2en	gets they are doing	oEffect	PersonX asks PersonY's grandma  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	216	0.0	is touched	is touched	gets they are doing.	-5.3490400000000005	-6.44117
216	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY's grandma	0.35	0.0	PersonX asks PersonY's grandma ## ## ## ## ## ## ## ## ##	en2en	gets thanked	oEffect	PersonX asks PersonY's grandma  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	216	0.0	is touched	is touched	gets thanked	-6.4901	-6.44117
216	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to ask PersonY's grandma <br /> to ask PersonY's grandma. <br /> to ask PersonX's grandma	0.17	0.0	## PersonX asks PersonY's grandma ##	en2en	to ask PersonY's grandma	oEffect	<oEffect>  PersonX asks PersonY's grandma <extra_id_0>	216	0.0	is touched	is touched	to ask PersonX's grandma	-4.17442	-6.44117
217	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to ask PersonY's mom. <br /> to ask PersonY's mother.	0.58	0.0	PersonX asks PersonY's grandma ## ## ## ## ## ##	en2en	happy	oReact	PersonX asks PersonY's grandma  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	217	0.0	appreciated	appreciated	happy	-7.0380199999999995	-6.41705
217	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets thanked <br /> PersonX is thanked by personY's grandma	0.54	0.0	PersonX asks PersonY's grandma ## ## ## ## ## ##	en2en	gets excited	oReact	PersonX asks PersonY's grandma  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	217	0.0	appreciated	appreciated	gets thanked	-6.4854400000000005	-6.41705
217	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to ask PersonY's grandma <br /> to ask PersonY's grandma. <br /> to ask PersonY's grandma alen.	0.19	0.0	## PersonX asks PersonY's grandma ##	en2en	to ask PersonY's grandma	oReact	<oReact>  PersonX asks PersonY's grandma <extra_id_0>	217	0.0	appreciated	appreciated	to ask PersonY's grandma alen.	-4.94016	-6.41705
218	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to ask PersonY's mom. <br /> to ask PersonY's family. <br /> to ask PersonY's food	0.2	0.0305999043952881	PersonX asks PersonY's grandma ## ## ## ## ## ##	en2en	to ask PersonY's mom	oWant	PersonX asks PersonY's grandma  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	218	0.1818181771900827	to be happy that permission was granted	to be happy that permission was granted	to ask PersonY's family.	-5.9109	-6.31834
218	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY's grandma	0.48	0.0	PersonX asks PersonY's grandma ## ## ## ## ## ##	en2en	gets thanked	oWant	PersonX asks PersonY's grandma  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	218	0.0	to be happy that permission was granted	to be happy that permission was granted	gets thanked	-8.3423	-6.31834
218	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to ask PersonY's grandma <br /> to ask PersonY's grandma alen. <br /> to ask PersonY's grandma alen	0.24	0.0305999043952881	## PersonX asks PersonY's grandma ##	en2en	to ask PersonY's grandma	oWant	<oWant>  PersonX asks PersonY's grandma <extra_id_0>	218	0.1818181771900827	to be happy that permission was granted	to be happy that permission was granted	to ask PersonY's grandma	-4.79979	-6.31834
219	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to ask PersonY's mom. <br /> to ask PersonY's mother. <br /> to ask PersonY's mom	0.27	0.0	PersonX asks PersonY's grandma ## ## ## ## ##	en2en	to ask PersonY's mom	xAttr	PersonX asks PersonY's grandma  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	219	0.0	amiable	amiable	to ask PersonY's mother.	-4.51043	-7.01138
219	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY's grandma	0.51	0.0	PersonX asks PersonY's grandma ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX asks PersonY's grandma  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	219	0.0	amiable	amiable	gets thanked	-6.59828	-7.01138
219	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to ask PersonY's grandma alen. <br /> to ask PersonY's grandma alen <br /> to ask PersonY's grandma aloul.	0.39	0.0	## PersonX asks PersonY's grandma ##	en2en	to ask PersonY's grandma alen	xAttr	<xAttr>  PersonX asks PersonY's grandma <extra_id_0>	219	0.0	amiable	amiable	to ask PersonY's grandma alen	-4.221480000000001	-7.01138
22	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets excited. <br /> gets excited <br /> to make sure they are doing something.	0.25	0.0	PersonX accepts PersonY's offer ## ## ## ## ## ## ## ## ##	en2en	gets excited	xEffect	PersonX accepts PersonY's offer  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	22	0.0	shake hands	shake hands	gets excited.	-5.62638	-7.08181
22	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	از شخص ایکس تشکر می کند. <br /> به شخص ایکس می گوید: <br /> به شخص ایکس می گوید که آن را بپذیرد.	0.41	0.0	## شخص ایکس پیشنهاد شخص دیگری را قبول می کند. ## ##	fa2fa	از شخص ایکس تشکر می کند	xEffect	<xEffect>  شخص ایکس پیشنهاد شخص دیگری را قبول می کند. <gen_fa>  <extra_id_0>	22	0.0	با هم دست بدهید	با هم دست بدهید	از شخص ایکس تشکر می کند.	-4.62047	-5.54481
