target_text_fa	target_text	prefix	input_text
برای مهربانی کردن	to be kind	xWant	PersonX gives PersonY ___ back
خیرخواه	charitable	xAttr	PersonX gives PersonY ___ instead
تا به نحوی آنها را پس بدهد	to pay them back somehow	xIntent	PersonX gives PersonY ___ instead
برای گرفتن سیب	to get an apple	xNeed	PersonX gives PersonY ___ instead
خوب است.	good.	xReact	PersonX gives PersonY ___ instead
برو خانه	go home	xWant	PersonX gives PersonY ___ instead
خوب است.	good	oReact	PersonX gives PersonY a answer
متفکرانه	thoughtful	xAttr	PersonX gives PersonY a answer
تا اطلاعات لازم را به آنها بدهد	to give them the information	xIntent	PersonX gives PersonY a answer
برای رفتن به خانه شخصی	to go to PersonY's home	xNeed	PersonX gives PersonY a answer
خوب است.	good	xReact	PersonX gives PersonY a answer
ترسان	scared	oReact	PersonX gives PersonY a beating
شپشو	vicious	xAttr	PersonX gives PersonY a beating
برای ترسیدن	to be feared	xWant	PersonX gives PersonY a beating
مثل اینکه فضای کافی برای انجام کاری که می کنند دارند	like they have space to do what they do	oReact	PersonX gives PersonY a berth
علاقه مند شدن به	caring	xAttr	PersonX gives PersonY a berth
برای اینکه به آنها جا بدهیم	to give them room	xIntent	PersonX gives PersonY a berth
جای کافی برای نشستن داشته باشید	have room to give berth	xNeed	PersonX gives PersonY a berth
کمک کننده	helpful	xReact	PersonX gives PersonY a berth
مودب باش	be polite	xWant	PersonX gives PersonY a berth
برای دوست بودن	to be friendly	xIntent	PersonX gives PersonY a big hug
تا دستشان را به سمت شخصی دراز کنند.	to reach their arms towards PersonY	xNeed	PersonX gives PersonY a big hug
دوست داشتم	loved	xReact	PersonX gives PersonY a big hug
تا شخصی را نگه دارد.	to hold PersonY	xWant	PersonX gives PersonY a big hug
از کمکی که به من شده خوشحالم.	glad for the help	oReact	PersonX gives PersonY a blanket
سخاوتمند	generous	xAttr	PersonX gives PersonY a blanket
از گنجه ها عبور کنید	go through closet	xNeed	PersonX gives PersonY a blanket
سخاوتمند	generous	xReact	PersonX gives PersonY a blanket
مطمئن شو شخصی راحت است.	make sure PersonY is comfortable	xWant	PersonX gives PersonY a blanket
تا خشم خود را نشان دهد	to show anger	xIntent	PersonX gives PersonY a blow
هنوز عصبانی است.	still angry	xReact	PersonX gives PersonY a blow
برای جنگیدن	to fight	xWant	PersonX gives PersonY a blow
سپاسگزار	thankful	oReact	PersonX gives PersonY a book
تحسین آمیز	appreciative	xAttr	PersonX gives PersonY a book
برای اینکه مهربان باشم	to be nice	xIntent	PersonX gives PersonY a book
برای گرفتن یک کتاب	to get a book	xNeed	PersonX gives PersonY a book
محبت	affection	oReact	PersonX gives PersonY a box
دوست داشتن	loving	xAttr	PersonX gives PersonY a box
برای هدیه دادن به یک نفر	to give someone a gift	xIntent	PersonX gives PersonY a box
تا یک جعبه داشته باشم	to have a box	xNeed	PersonX gives PersonY a box
هیجان زده	excited	xReact	PersonX gives PersonY a box
برای پر کردن جعبه با چیزها	to fill the box with things	xWant	PersonX gives PersonY a box
بد است اگر آن ها با جدایی موافقت نکنند.	bad if they do not agree with the separation.	oReact	PersonX gives PersonY a break
عادلانه	fair	xAttr	PersonX gives PersonY a break
شخصیت برای ارزیابی چیزها.	persony to be able to evaluate things.	xIntent	PersonX gives PersonY a break
مباحثه اخلاقی	debate morals	xNeed	PersonX gives PersonY a break
مهربان	kind	xReact	PersonX gives PersonY a break
آسایش	comfort	xWant	PersonX gives PersonY a break
خوشحال	happy	oReact	PersonX gives PersonY a call
دوستانه	friendly	xAttr	PersonX gives PersonY a call
برای صحبت کردن	to talk	xIntent	PersonX gives PersonY a call
هیجان زده	excited	xReact	PersonX gives PersonY a call
برای شکایت از کودکشان به شخصی	to complain to PersonY about their child	xWant	PersonX gives PersonY a call
تا وقتمان را با هم بگذرانیم.	to spend time together	xNeed	PersonX gives PersonY a chance
تا به خاطر تلاششان بپردازند.	to pay them for the effort	xWant	PersonX gives PersonY a chance
آگهی شده است	informed	oReact	PersonX gives PersonY a character
درس دادن	Teach	xAttr	PersonX gives PersonY a character
برای آماده شدن برای بازی	to get ready for a play	xIntent	PersonX gives PersonY a character
دانستن اینکه شخصیت چگونه است	to know how PersonY is	xNeed	PersonX gives PersonY a character
سازمان یافته	organised	xReact	PersonX gives PersonY a character
سپاسگزار	thankful	oReact	PersonX gives PersonY a clue
منطقی	logical	xAttr	PersonX gives PersonY a clue
تا به شخص دیگر فرصت خوبی برای کشف چیزی بدهیم.	to give the other person a good chance to figure something out.	xIntent	PersonX gives PersonY a clue
پاسخ را بدانید	know the answer	xNeed	PersonX gives PersonY a clue
خوب است.	good	xReact	PersonX gives PersonY a clue
به شخصی بگو چگونه از آن استفاده کند	tell personY how to use it	xWant	PersonX gives PersonY a couple
رضایت خاطر	satisfied	oReact	PersonX gives PersonY a cup
کمک کننده	helpful	xAttr	PersonX gives PersonY a cup
تا برایش نوشیدنی بیاورد	to get him a drink	xIntent	PersonX gives PersonY a cup
چای در آن بریزد	to pour tea into it	xNeed	PersonX gives PersonY a cup
تا وقتم را با او بگذرانم.	to spend time with him	xWant	PersonX gives PersonY a cup
تیز	sharp	xReact	PersonX gives PersonY a deal
کمک کننده	helpful	oReact	PersonX gives PersonY a description
تمام و کمال	thorough	xAttr	PersonX gives PersonY a description
برای آگاه شدن	y to be informed	xIntent	PersonX gives PersonY a description
که شخص مورد نظر را دیده است.	to have seen the person	xNeed	PersonX gives PersonY a description
کمک کننده	helpful	xReact	PersonX gives PersonY a description
تا به وضوح حرف بزند	to communicate clearly	xWant	PersonX gives PersonY a description
خوشحالم.	pleased	oReact	PersonX gives PersonY a discount
مراقبت	Caring	xAttr	PersonX gives PersonY a discount
برای خوشحال کردن دیگران	to make person y happy	xIntent	PersonX gives PersonY a discount
دانستن اینکه	to be knowing Y	xNeed	PersonX gives PersonY a discount
خوشحال از اینکه او می تواند به کسی کمک کند تا پولش را پس انداز کند.	happy that he/she can help person y save money.	xReact	PersonX gives PersonY a discount
برای باز کردن یک مغازه دیگر	to open another store	xWant	PersonX gives PersonY a discount
سپاسگزار و خوشحال	appreciative and glad	oReact	PersonX gives PersonY a drink
بی مسئولیت	irresponsible	xAttr	PersonX gives PersonY a drink
برای فرونشاندن تشنگی فرد.	to quench the person's thirst.	xIntent	PersonX gives PersonY a drink
برای پرسیدن درخواست های شخصی	to ask PersonY's preferences	xNeed	PersonX gives PersonY a drink
مثل اینکه آنها کار درستی انجام داده اند تا به یک نفر کمک کنند.	like they did the right thing to help someone.	xReact	PersonX gives PersonY a drink
تا به شخصی یک نوشیدنی دیگر بدهد.	to give PersonY another drink	xWant	PersonX gives PersonY a drink
سپاسگزار	thankful	oReact	PersonX gives PersonY a education
باهوش	intelligent	xAttr	PersonX gives PersonY a education
برای ایجاد یک برنامه درس برای شخصی	to create a lesson plan for PersonY	xNeed	PersonX gives PersonY a education
مسئولیت پذیر	responsible	xReact	PersonX gives PersonY a education
تا به شخصی کار بدهد	to give PersonY a job	xWant	PersonX gives PersonY a education
با نشاط	cheerful	oReact	PersonX gives PersonY a funny look
کنجکاو	curious	xAttr	PersonX gives PersonY a funny look
برای لبخند زدن شخصی	to make persony smile	xIntent	PersonX gives PersonY a funny look
سپاسگزارم.	grateful	oReact	PersonX gives PersonY a gift
ماگنامینوموس	magnanimous	xAttr	PersonX gives PersonY a gift
برای تجزیه و تحلیل کردن	to congragulate	xIntent	PersonX gives PersonY a gift
برای خرید یک هدیه از طریق اینترنت	to shop online for a gift	xNeed	PersonX gives PersonY a gift
خوشحال	happy	xReact	PersonX gives PersonY a gift
برای بیرون بردن شخصی	to take PersonY out	xWant	PersonX gives PersonY a gift
تحسین آمیز	appreciative	oReact	PersonX gives PersonY a gift card
سخاوتمند	generous	xAttr	PersonX gives PersonY a gift card
مودب بودن	to be polite	xIntent	PersonX gives PersonY a gift card
برای رفتن به مغازه.	to go to the store.	xNeed	PersonX gives PersonY a gift card
مهربان	kind	xReact	PersonX gives PersonY a gift card
تا بفهمم چه کسی را می خواهی بخری	to know what PersonY will buy	xWant	PersonX gives PersonY a gift card
از تشنگی آسوده شدم.	relieved of thirst	oReact	PersonX gives PersonY a glass
تنها طلب کننده	solicitous	xAttr	PersonX gives PersonY a glass
تا آب بنوشد	to drink water	xIntent	PersonX gives PersonY a glass
لیوان را از آشپزخانه بیاور	get the glass from the kitchen	xNeed	PersonX gives PersonY a glass
خوشحال	happy	xReact	PersonX gives PersonY a glass
تا مقداری آب بریزد	to pour some water	xWant	PersonX gives PersonY a glass
خوشحال	happy	oReact	PersonX gives PersonY a grin
کیند	Kind	xAttr	PersonX gives PersonY a grin
برای دوست بودن	to be friendly	xIntent	PersonX gives PersonY a grin
برای دیدن شخصی	to see PersonY	xNeed	PersonX gives PersonY a grin
باهوش	smart	xReact	PersonX gives PersonY a grin
برای تأثیرگذاری	to interact	xWant	PersonX gives PersonY a grin
سپاسگزار آن شخص ایکس که موهایشان را کوتاه کرد	grateful that person x helped cut their hair	oReact	PersonX gives PersonY a haircut
کمک کننده	helpful	xAttr	PersonX gives PersonY a haircut
به کسانی کمک کنید که احساس بهتری درباره خود داشته باشند	help person y feel better about themselves	xIntent	PersonX gives PersonY a haircut
برای گرفتن چاقوی جراحی	to take a scissors	xNeed	PersonX gives PersonY a haircut
خوشحال از اینکه توانسته ام کمکی بکنم	happy to have been able to help	xReact	PersonX gives PersonY a haircut
برای گرفتن عکسی از او	to take a photo of him	xWant	PersonX gives PersonY a haircut
سپاسگزارم.	grateful	oReact	PersonX gives PersonY a hand
کمک کننده	helpful	xAttr	PersonX gives PersonY a hand
برای کمک به شخص دیگر	to help the other person	xIntent	PersonX gives PersonY a hand
برای پیدا کردن شخصی	to find PersonY	xNeed	PersonX gives PersonY a hand
